tld,link,name,email,form,api,notes,found,as_of
.verisign,http://www.verisign.com,"VeriSign, Inc.",,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
.name,http://www.verisign.com,"VeriSign, Inc.",,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
.net,http://www.verisign.com,"VeriSign, Inc.",,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
.vig,http://www.nic.vig,VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe,vig@gtld.com,,,,TRUE,2025-07-17
.cruise,http://www.vikingrivercruises.com,Viking River Cruises (Bermuda) Ltd.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.viking,http://www.vikingrivercruises.com,Viking River Cruises (Bermuda) Ltd.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.virgin,nic.virgin,Virgin Enterprises Limited,registry@comlaude.com,,,,TRUE,2025-07-17
.visa,http://nic.visa,Visa Worldwide Pte. Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.volvo,http://nic.volvo,Volvo Holding Sverige Aktiebolag,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.sucks,www.registry.sucks,Vox Populi Registry Inc.,,https://get.sucks/abuse/,,,TRUE,2025-07-17
.grocery,http://www.walmartstores.com,"Wal-Mart Stores, Inc.",,,,Unable to locate,FALSE,2025-07-17
.george,http://www.walmartstores.com,"Wal-Mart Stores, Inc.",,,,Unable to locate,FALSE,2025-07-17
.samsclub,http://www.walmartstores.com,"Wal-Mart Stores, Inc.",,,,Unable to locate,FALSE,2025-07-17
.walmart,http://www.walmartstores.com,"Wal-Mart Stores, Inc.",,,,Unable to locate,FALSE,2025-07-17
.forum,nic.love,Waterford Limited,,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.love,nic.love,Waterford Limited,,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.realty,nic.love,Waterford Limited,,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.weir,http://www.weir.co.uk/,Weir Group IP Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.bauhaus,http://www.bauhaus.eu/,Werkhaus GmbH,support@tango-rs.com,,,,TRUE,2025-07-17
.whoswho,domains.whoswho,Who's Who Registry,abuse@nic.whoswho,,,,TRUE,2025-07-17
.williamhill,http://www.williamhill.com,William Hill Organization Limited,abuse@williamhill.com,,,,TRUE,2025-07-17
.wme,nic.wme,"William Morris Endeavor Entertainment, LLC",wme.abuse@centralnic.com,,,,TRUE,2025-07-17
.wolterskluwer,http://nic.wolterskluwer,Wolters Kluwer N.V.,registry@comlaude.com,,,,TRUE,2025-07-17
.woodside,http://www.woodside.com.au,Woodside Petroleum Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.wtc,http://www.wtca.org/,"World Trade Centers Association, Inc.",lkassof@wtca.org,,,,TRUE,2025-07-17
.xerox,http://nic.xerox,Xerox DNHC LLC,gtlds@xerox.com,,,,TRUE,2025-07-17
.rent,nic.rent,XYZ.COM LLC,xyz_abuse@gen.xyz.,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.audio,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz.,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.christmas,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.diet,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.flowers,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.game,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.guitars,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.hosting,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.lat,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.lol,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.mom,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.pics,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.tickets,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.xyz,http://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.ceo,http://gen.xyz/,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.monster,nic.monster,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.security,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.storage,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.baby,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.beauty,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.hair,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.makeup,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.protection,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.skin,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.theatre,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.auto,https://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.autos,https://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.boats,https://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.homes,https://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.motorcycles,https://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.quest,https://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.yachts,https://gen.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.car,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.cars,https://xyz.xyz,XYZ.COM LLC,xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.college,http://nic.college,"XYZ.COM, LLC",xyz_abuse@gen.xyz,https://gen.xyz/account/submitticket.php?step=2&deptid=6,,,TRUE,2025-07-17
.yandex,http://www.yandex.ru,"YANDEX, LLC",abuse@yandex.com,,,,TRUE,2025-07-17
xn--g2xx48c,www.gouwunic.com,Ying Feng Chen,,,,Unable to locate,FALSE,2025-07-17
.goldpoint,http://www.gmoregistry.com/en/,"YODOBASHI CAMERA CO.,LTD.",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.yodobashi,http://www.gmoregistry.com/en/,"YODOBASHI CAMERA CO.,LTD.",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.capetown,www.registry.net.za,ZA Central Registry NPC trading as ZA Central Registry,,,,Unable to locate,FALSE,2025-07-17
.joburg,www.registry.net.za,ZA Central Registry NPC trading as ZA Central Registry,,,,Unable to locate,FALSE,2025-07-17
.durban,www.zacities.africa,ZA Central Registry trading as ZA Central Registry,,,,Unable to locate,FALSE,2025-07-17
.ren,http://www.nic.ren/,ZDNS International Limited,,,,Unable to locate,FALSE,2025-07-17
.fans,nic.fans,ZDNS International Limited,,,,Unable to locate,FALSE,2025-07-17
xn--czru2d,www.nic.xn--czru2d,Zodiac Aquarius Limited,,https://ts.nic.wang/default.html,,,TRUE,2025-07-17
xn--45q11c,www.nic.xn--45q11c,Zodiac Gemini Ltd,,https://ts.nic.wang/default.html,,,TRUE,2025-07-17
xn--hxt814e,www.nic.xn--hxt814e,Zodiac Taurus Limited,,https://ts.nic.wang/default.html,,,TRUE,2025-07-17
.wang,www.nic.wang,Zodiac Wang Limited,,https://ts.nic.wang/default.html,,,TRUE,2025-07-17
